area_data_type,geography_type,geography_id,geography_desc,geography_desc_full,total_units,biz_res,technology,speed_02_02,speed_10_1,speed_25_3,speed_100_20,speed_250_25,speed_1000_100
Nontribal,County,17073,Henry County,"Henry, IL",25417,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8466,0.5745
Nontribal,County,17075,Iroquois County,"Iroquois, IL",16281,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.7689,0.2453
Nontribal,County,17075,Iroquois County,"Iroquois, IL",16281,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.7586,0.0786
Nontribal,County,17077,Jackson County,"Jackson, IL",33217,R,Any Technology,1.0000,1.0000,1.0000,0.9999,0.8525,0.2796
Nontribal,County,17077,Jackson County,"Jackson, IL",33217,B,Any Technology,1.0000,1.0000,1.0000,0.9999,0.8533,0.1152
Nontribal,County,17079,Jasper County,"Jasper, IL",5655,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.6522,0.4187
Nontribal,County,17079,Jasper County,"Jasper, IL",5655,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.6421,0.2559
Nontribal,County,17081,Jefferson County,"Jefferson, IL",23401,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.7349,0.3343
Nontribal,County,17081,Jefferson County,"Jefferson, IL",23401,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.4446,0.0767
Nontribal,County,17083,Jersey County,"Jersey, IL",12077,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.7471,0.4227
Nontribal,County,17083,Jersey County,"Jersey, IL",12077,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.7407,0.2328
Nontribal,County,17085,Jo Daviess County,"Jo Daviess, IL",17630,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8076,0.6393
Nontribal,County,17085,Jo Daviess County,"Jo Daviess, IL",17630,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8125,0.6762
Nontribal,County,17087,Johnson County,"Johnson, IL",6837,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.6184,0.3820
Nontribal,County,17087,Johnson County,"Johnson, IL",6837,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.6004,0.3610
Nontribal,County,17089,Kane County,"Kane, IL",212303,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9723,0.7394
Nontribal,County,17089,Kane County,"Kane, IL",212303,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9725,0.7404
Nontribal,County,17091,Kankakee County,"Kankakee, IL",53317,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8633,0.0481
Nontribal,County,17091,Kankakee County,"Kankakee, IL",53317,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8634,0.0505
Nontribal,County,17093,Kendall County,"Kendall, IL",50866,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9865,0.8862
Nontribal,County,17093,Kendall County,"Kendall, IL",50866,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9865,0.8866
Nontribal,County,17095,Knox County,"Knox, IL",28001,R,Any Technology,1.0000,1.0000,1.0000,0.9999,0.9112,0.6715
Nontribal,County,17095,Knox County,"Knox, IL",28001,B,Any Technology,1.0000,1.0000,1.0000,0.9999,0.9036,0.7678
Nontribal,County,17097,Lake County,"Lake, IL",303377,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9773,0.4314
Nontribal,County,17097,Lake County,"Lake, IL",303377,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9775,0.4329
Nontribal,County,17099,LaSalle County,"LaSalle, IL",63110,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8516,0.3314
Nontribal,County,17099,LaSalle County,"LaSalle, IL",63110,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8606,0.4476
Nontribal,County,17101,Lawrence County,"Lawrence, IL",8094,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8021,0.2409
Nontribal,County,17101,Lawrence County,"Lawrence, IL",8094,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8020,0.0371
Nontribal,County,17103,Lee County,"Lee, IL",20751,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.5347,0.2358
Nontribal,County,17103,Lee County,"Lee, IL",20751,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.5537,0.3097
Nontribal,County,17105,Livingston County,"Livingston, IL",19858,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.7572,0.2338
Nontribal,County,17105,Livingston County,"Livingston, IL",19858,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.7367,0.1978
Nontribal,County,17107,Logan County,"Logan, IL",14501,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9048,0.6754
Nontribal,County,17107,Logan County,"Logan, IL",14501,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9050,0.6762
Nontribal,County,17109,McDonough County,"McDonough, IL",17736,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9568,0.5509
Nontribal,County,17109,McDonough County,"McDonough, IL",17736,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9568,0.5533
Nontribal,County,17111,McHenry County,"McHenry, IL",134506,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9316,0.7849
Nontribal,County,17111,McHenry County,"McHenry, IL",134506,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8901,0.7852
Nontribal,County,17113,McLean County,"McLean, IL",86315,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9232,0.6071
Nontribal,County,17113,McLean County,"McLean, IL",86315,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9206,0.6854
Nontribal,County,17115,Macon County,"Macon, IL",55287,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9343,0.6257
Nontribal,County,17115,Macon County,"Macon, IL",55287,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9354,0.5898
Nontribal,County,17117,Macoupin County,"Macoupin, IL",27797,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.7385,0.5863
Nontribal,County,17117,Macoupin County,"Macoupin, IL",27797,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.7265,0.4358
Nontribal,County,17119,Madison County,"Madison, IL",133442,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9279,0.2714
Nontribal,County,17119,Madison County,"Madison, IL",133442,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.3712,0.2290
Nontribal,County,17121,Marion County,"Marion, IL",21417,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.7129,0.3732
Nontribal,County,17121,Marion County,"Marion, IL",21417,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.5238,0.3079
Nontribal,County,17123,Marshall County,"Marshall, IL",7530,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.6996,0.0003
Nontribal,County,17123,Marshall County,"Marshall, IL",7530,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.7005,0.0194
Nontribal,County,17125,Mason County,"Mason, IL",8416,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.7146,0.6314
Nontribal,County,17125,Mason County,"Mason, IL",8416,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.7146,0.6314
Nontribal,County,17127,Massac County,"Massac, IL",8325,R,Any Technology,1.0000,1.0000,1.0000,0.9999,0.6032,0.3068
Nontribal,County,17127,Massac County,"Massac, IL",8325,B,Any Technology,1.0000,1.0000,1.0000,0.9999,0.6036,0.3068
Nontribal,County,17129,Menard County,"Menard, IL",8610,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.7312,0.5930
Nontribal,County,17129,Menard County,"Menard, IL",8610,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.7312,0.5930
Nontribal,County,17131,Mercer County,"Mercer, IL",8793,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.6196,0.1541
Nontribal,County,17131,Mercer County,"Mercer, IL",8793,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.5490,0.1541
Nontribal,County,17133,Monroe County,"Monroe, IL",16612,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.6845,0.6467
Nontribal,County,17133,Monroe County,"Monroe, IL",16612,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.3350,0.2939
Nontribal,County,17135,Montgomery County,"Montgomery, IL",15403,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.6751,0.5272
Nontribal,County,17135,Montgomery County,"Montgomery, IL",15403,B,Any Technology,1.0000,1.0000,1.0000,0.9999,0.6729,0.5004
Nontribal,County,17137,Morgan County,"Morgan, IL",19179,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8317,0.6790
Nontribal,County,17137,Morgan County,"Morgan, IL",19179,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8315,0.6777
Nontribal,County,17139,Moultrie County,"Moultrie, IL",7563,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.7132,0.4612
Nontribal,County,17139,Moultrie County,"Moultrie, IL",7563,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.7010,0.0808
Nontribal,County,17141,Ogle County,"Ogle, IL",27363,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.6580,0.1221
Nontribal,County,17141,Ogle County,"Ogle, IL",27363,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.6806,0.1748
Nontribal,County,17143,Peoria County,"Peoria, IL",95613,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9479,0.8046
Nontribal,County,17143,Peoria County,"Peoria, IL",95613,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9322,0.8520
Nontribal,County,17145,Perry County,"Perry, IL",12041,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.6828,0.2057
Nontribal,County,17145,Perry County,"Perry, IL",12041,B,Any Technology,1.0000,1.0000,1.0000,0.9999,0.6501,0.0344
Nontribal,County,17147,Piatt County,"Piatt, IL",8828,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8293,0.6772
Nontribal,County,17147,Piatt County,"Piatt, IL",8828,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8288,0.5365
Nontribal,County,17149,Pike County,"Pike, IL",10845,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.5353,0.4697
Nontribal,County,17149,Pike County,"Pike, IL",10845,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.5355,0.4699
Nontribal,County,17151,Pope County,"Pope, IL",3242,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.4762,0.1835
Nontribal,County,17151,Pope County,"Pope, IL",3242,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.4762,0.1832
Nontribal,County,17153,Pulaski County,"Pulaski, IL",3857,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.2860,0.0013
Nontribal,County,17153,Pulaski County,"Pulaski, IL",3857,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.2914,0.0099
Nontribal,County,17155,Putnam County,"Putnam, IL",3867,R,Any Technology,1.0000,1.0000,1.0000,0.9966,0.4606,0.0000
Nontribal,County,17155,Putnam County,"Putnam, IL",3867,B,Any Technology,1.0000,1.0000,1.0000,0.9966,0.4606,0.0000
Nontribal,County,17157,Randolph County,"Randolph, IL",18539,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.6277,0.0511
Nontribal,County,17157,Randolph County,"Randolph, IL",18539,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.6111,0.0676
Nontribal,County,17159,Richland County,"Richland, IL",9457,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8648,0.3901
Nontribal,County,17159,Richland County,"Richland, IL",9457,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8649,0.1250
Nontribal,County,17161,Rock Island County,"Rock Island, IL",75344,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9713,0.7989
Nontribal,County,17161,Rock Island County,"Rock Island, IL",75344,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9713,0.7989
Nontribal,County,17163,St. Clair County,"St. Clair, IL",127667,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8854,0.3111
Nontribal,County,17163,St. Clair County,"St. Clair, IL",127667,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.3297,0.1839
Nontribal,County,17165,Saline County,"Saline, IL",14441,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8430,0.5608
Nontribal,County,17165,Saline County,"Saline, IL",14441,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8346,0.3394
Nontribal,County,17167,Sangamon County,"Sangamon, IL",109703,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9409,0.4678
Nontribal,County,17167,Sangamon County,"Sangamon, IL",109703,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9406,0.5350
Nontribal,County,17169,Schuyler County,"Schuyler, IL",5178,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.6798,0.5838
Nontribal,County,17169,Schuyler County,"Schuyler, IL",5178,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.6798,0.5838
Nontribal,County,17171,Scott County,"Scott, IL",3379,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8008,0.4859
Nontribal,County,17171,Scott County,"Scott, IL",3379,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8008,0.4859
Nontribal,County,17173,Shelby County,"Shelby, IL",12362,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.5636,0.3097
Nontribal,County,17173,Shelby County,"Shelby, IL",12362,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.5110,0.0736
Nontribal,County,17175,Stark County,"Stark, IL",3329,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.7098,0.5281
Nontribal,County,17175,Stark County,"Stark, IL",3329,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.7098,0.5281
Nontribal,County,17177,Stephenson County,"Stephenson, IL",26238,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.7574,0.0282
Nontribal,County,17177,Stephenson County,"Stephenson, IL",26238,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.7630,0.1190
Nontribal,County,17179,Tazewell County,"Tazewell, IL",65785,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9086,0.6510
Nontribal,County,17179,Tazewell County,"Tazewell, IL",65785,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8994,0.6977
Nontribal,County,17181,Union County,"Union, IL",9363,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.5671,0.0070
Nontribal,County,17181,Union County,"Union, IL",9363,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.5709,0.0405
Nontribal,County,17183,Vermilion County,"Vermilion, IL",40427,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8418,0.1274
Nontribal,County,17183,Vermilion County,"Vermilion, IL",40427,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8231,0.0478
Nontribal,County,17185,Wabash County,"Wabash, IL",6754,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.6734,0.0576
Nontribal,County,17185,Wabash County,"Wabash, IL",6754,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.6734,0.0576
Nontribal,County,17187,Warren County,"Warren, IL",10534,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8493,0.3512
Nontribal,County,17187,Warren County,"Warren, IL",10534,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8298,0.4053
Nontribal,County,17189,Washington County,"Washington, IL",8728,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.4863,0.0171
Nontribal,County,17189,Washington County,"Washington, IL",8728,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.0984,0.0039
Nontribal,County,17191,Wayne County,"Wayne, IL",10667,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8598,0.5585
Nontribal,County,17191,Wayne County,"Wayne, IL",10667,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8598,0.5585
Nontribal,County,17193,White County,"White, IL",9009,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8797,0.2147
Nontribal,County,17193,White County,"White, IL",9009,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8796,0.0538
Nontribal,County,17195,Whiteside County,"Whiteside, IL",31497,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8287,0.5182
Nontribal,County,17195,Whiteside County,"Whiteside, IL",31497,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8403,0.6237
Nontribal,County,17197,Will County,"Will, IL",287677,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9712,0.4336
Nontribal,County,17197,Will County,"Will, IL",287677,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9718,0.4346
Nontribal,County,17199,Williamson County,"Williamson, IL",37636,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8721,0.5872
Nontribal,County,17199,Williamson County,"Williamson, IL",37636,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8704,0.3825
Nontribal,County,17201,Winnebago County,"Winnebago, IL",138438,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9527,0.3365
Nontribal,County,17201,Winnebago County,"Winnebago, IL",138438,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8555,0.4491
Nontribal,County,17203,Woodford County,"Woodford, IL",19352,R,Any Technology,1.0000,1.0000,1.0000,0.9999,0.7845,0.2611
Nontribal,County,17203,Woodford County,"Woodford, IL",19352,B,Any Technology,1.0000,1.0000,1.0000,0.9999,0.7503,0.2161
Nontribal,County,18001,Adams County,"Adams, IN",15248,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.7864,0.4627
Nontribal,County,18001,Adams County,"Adams, IN",15248,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.7864,0.4627
Nontribal,County,18003,Allen County,"Allen, IN",184215,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9651,0.6596
Nontribal,County,18003,Allen County,"Allen, IN",184215,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9612,0.0694
Nontribal,County,18005,Bartholomew County,"Bartholomew, IN",40693,R,Any Technology,1.0000,1.0000,1.0000,0.9999,0.8903,0.5995
Nontribal,County,18005,Bartholomew County,"Bartholomew, IN",40693,B,Any Technology,1.0000,1.0000,1.0000,0.9999,0.8903,0.5996
Nontribal,County,18007,Benton County,"Benton, IN",4719,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.6745,0.5980
Nontribal,County,18007,Benton County,"Benton, IN",4719,B,Any Technology,1.0000,1.0000,1.0000,0.9998,0.1602,0.0856
Nontribal,County,18009,Blackford County,"Blackford, IN",6764,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.5655,0.0279
Nontribal,County,18009,Blackford County,"Blackford, IN",6764,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.5553,0.0161
Nontribal,County,18011,Boone County,"Boone, IN",33172,R,Any Technology,1.0000,1.0000,1.0000,0.9999,0.8333,0.7163
Nontribal,County,18011,Boone County,"Boone, IN",33172,B,Any Technology,1.0000,1.0000,1.0000,0.9999,0.7097,0.6847
Nontribal,County,18013,Brown County,"Brown, IN",9924,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8832,0.7746
Nontribal,County,18013,Brown County,"Brown, IN",9924,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8172,0.7029
Nontribal,County,18015,Carroll County,"Carroll, IN",11960,R,Any Technology,1.0000,1.0000,0.9999,0.9999,0.6588,0.2656
Nontribal,County,18015,Carroll County,"Carroll, IN",11960,B,Any Technology,1.0000,1.0000,0.9999,0.9999,0.6587,0.2413
Nontribal,County,18017,Cass County,"Cass, IN",18777,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.7331,0.4257
Nontribal,County,18017,Cass County,"Cass, IN",18777,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.7331,0.1554
Nontribal,County,18019,Clark County,"Clark, IN",61712,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8773,0.8175
Nontribal,County,18019,Clark County,"Clark, IN",61712,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.4076,0.3827
Nontribal,County,18021,Clay County,"Clay, IN",13794,R,Any Technology,1.0000,1.0000,1.0000,0.9998,0.7475,0.4123
Nontribal,County,18021,Clay County,"Clay, IN",13794,B,Any Technology,1.0000,1.0000,1.0000,0.9998,0.7139,0.3760
Nontribal,County,18023,Clinton County,"Clinton, IN",15819,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.7539,0.3997
Nontribal,County,18023,Clinton County,"Clinton, IN",15819,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.7539,0.3997
Nontribal,County,18025,Crawford County,"Crawford, IN",7259,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.3571,0.3043
Nontribal,County,18025,Crawford County,"Crawford, IN",7259,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.2265,0.1281
Nontribal,County,18027,Daviess County,"Daviess, IN",15479,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.7997,0.7639
Nontribal,County,18027,Daviess County,"Daviess, IN",15479,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.7997,0.7639
Nontribal,County,18029,Dearborn County,"Dearborn, IN",24091,R,Any Technology,1.0000,1.0000,1.0000,0.9999,0.9729,0.8211
Nontribal,County,18029,Dearborn County,"Dearborn, IN",24091,B,Any Technology,1.0000,1.0000,1.0000,0.9999,0.9723,0.8123
Nontribal,County,18031,Decatur County,"Decatur, IN",13687,R,Any Technology,1.0000,1.0000,1.0000,0.9997,0.5841,0.4487
Nontribal,County,18031,Decatur County,"Decatur, IN",13687,B,Any Technology,1.0000,1.0000,1.0000,0.9997,0.4977,0.0007
Nontribal,County,18033,DeKalb County,"DeKalb, IN",21468,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9494,0.5993
Nontribal,County,18033,DeKalb County,"DeKalb, IN",21468,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9494,0.5993
Nontribal,County,18035,Delaware County,"Delaware, IN",58291,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9032,0.1573
Nontribal,County,18035,Delaware County,"Delaware, IN",58291,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9032,0.1579
Nontribal,County,18037,Dubois County,"Dubois, IN",22795,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9432,0.9014
Nontribal,County,18037,Dubois County,"Dubois, IN",22795,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.6509,0.6421
Nontribal,County,18039,Elkhart County,"Elkhart, IN",92510,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9391,0.7392
Nontribal,County,18039,Elkhart County,"Elkhart, IN",92510,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9379,0.6578
Nontribal,County,18041,Fayette County,"Fayette, IN",12504,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8053,0.6680
Nontribal,County,18041,Fayette County,"Fayette, IN",12504,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.7635,0.6258
Nontribal,County,18043,Floyd County,"Floyd, IN",38315,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9411,0.8827
Nontribal,County,18043,Floyd County,"Floyd, IN",38315,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.4624,0.4092
Nontribal,County,18045,Fountain County,"Fountain, IN",9507,R,Any Technology,1.0000,1.0000,1.0000,0.9999,0.8432,0.3910
Nontribal,County,18045,Fountain County,"Fountain, IN",9507,B,Any Technology,1.0000,1.0000,1.0000,0.9999,0.7971,0.3450
Nontribal,County,18047,Franklin County,"Franklin, IN",11884,R,Any Technology,1.0000,1.0000,0.9999,0.9996,0.7635,0.7626
Nontribal,County,18047,Franklin County,"Franklin, IN",11884,B,Any Technology,0.9999,0.9999,0.9999,0.9992,0.2266,0.2226
Nontribal,County,18049,Fulton County,"Fulton, IN",11450,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9975,0.9975
Nontribal,County,18049,Fulton County,"Fulton, IN",11450,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9975,0.9975
Nontribal,County,18051,Gibson County,"Gibson, IN",17116,R,Any Technology,1.0000,1.0000,1.0000,0.9999,0.7050,0.3031
Nontribal,County,18051,Gibson County,"Gibson, IN",17116,B,Any Technology,1.0000,1.0000,1.0000,0.9999,0.3021,0.0475
Nontribal,County,18053,Grant County,"Grant, IN",33658,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.7973,0.3066
Nontribal,County,18053,Grant County,"Grant, IN",33658,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.4515,0.2868
Nontribal,County,18055,Greene County,"Greene, IN",17138,R,Any Technology,1.0000,1.0000,1.0000,0.9999,0.6040,0.0786
Nontribal,County,18055,Greene County,"Greene, IN",17138,B,Any Technology,1.0000,1.0000,1.0000,0.9999,0.5925,0.0671
Nontribal,County,18057,Hamilton County,"Hamilton, IN",156997,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9690,0.8582
Nontribal,County,18057,Hamilton County,"Hamilton, IN",156997,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9202,0.8551
Nontribal,County,18059,Hancock County,"Hancock, IN",37509,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9676,0.7306
Nontribal,County,18059,Hancock County,"Hancock, IN",37509,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9246,0.7308
Nontribal,County,18061,Harrison County,"Harrison, IN",19681,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.6960,0.6840
Nontribal,County,18061,Harrison County,"Harrison, IN",19681,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.1015,0.0907
Nontribal,County,18063,Hendricks County,"Hendricks, IN",75965,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9629,0.4926
Nontribal,County,18063,Hendricks County,"Hendricks, IN",75965,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.6734,0.4842
Nontribal,County,18065,Henry County,"Henry, IN",23639,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8835,0.7045
Nontribal,County,18065,Henry County,"Henry, IN",23639,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8835,0.7045
Nontribal,County,18067,Howard County,"Howard, IN",44175,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9201,0.1795
Nontribal,County,18067,Howard County,"Howard, IN",44175,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9200,0.1734
Nontribal,County,18069,Huntington County,"Huntington, IN",18652,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9086,0.7815
Nontribal,County,18069,Huntington County,"Huntington, IN",18652,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9086,0.7815
Nontribal,County,18071,Jackson County,"Jackson, IN",22554,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9648,0.7998
Nontribal,County,18071,Jackson County,"Jackson, IN",22554,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9426,0.7782
Nontribal,County,18073,Jasper County,"Jasper, IN",16289,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.5378,0.1906
Nontribal,County,18073,Jasper County,"Jasper, IN",16289,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.5378,0.1906
Nontribal,County,18075,Jay County,"Jay, IN",10674,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.6182,0.3509
Nontribal,County,18075,Jay County,"Jay, IN",10674,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.6182,0.3510
Nontribal,County,18077,Jefferson County,"Jefferson, IN",17345,R,Any Technology,1.0000,1.0000,1.0000,0.9999,0.7779,0.7600
